,ID,Game,ReleaseDate,Developer,Publisher
3803,1123550,Desire Gambling House/欲望赌馆,2019-09-11,Air Balloon,Air Balloon
3804,414260,Ironclads 2: American Civil War,2015-11-05,Totem Games,Strategy First
3805,386200,STLD Redux: Episode 02,2017-05-19,Craig Daversa,Craig Daversa
3806,306620,Frontline : Road to Moscow,2014-08-08,88mm,Slitherine Ltd.
3807,679430,Skyraine,2017-09-01,DHTstudios LLC,DHTstudios LLC
3808,669390,Lethal Laser,2017-08-15,DigiFeather,DigiFeather
3809,388910,Sentinels,2017-02-17,MindWalker Games,MindWalker Games
3810,806970,Loader,2018-04-13,Errigar Games,Errigar Games
3811,936610,Of Gods and Men: The Daybreak Empire,2018-11-09,Dead Genre Studios,Dead Genre Studios
3812,499370,Tower of Archeos,2016-05-05,Benjamin Soulé,Benjamin Soulé
3813,356280,Desert Law,2005-04-29,Arise,1C Entertainment
3814,913280,Pranky Cat,2018-11-28,FastGame,FastGame
3815,894390,Bernie’s Nightmare,2018-07-28,Kevin Yang Games,Kevin Yang Games
3816,956500,Bow to Blood: Last Captain Standing,2019-04-02,Tribetoy,Tribetoy
3817,659130,Shopping Tycoon,2017-09-12,DreamsSoftGames,DreamsSoftGames
3818,1146010,Art of Boxing,2020-03-09,Gold From Straw Games,Gold From Straw Games
3819,953700,I'm an adventurer,2018-10-23,CHOU CHENG LU,CHOU CHENG LU
3820,368780,President for a Day - Corruption,2015-08-05,Serious Games Interactive,Serious Games Interactive
3821,880300,Blood will be Spilled,2019-05-29,Doublequote Studio,Doublequote Studio
3822,965610,Reiner Knizia Yellow & Yangtze,2019-12-12,Dire Wolf,Dire Wolf
3823,429020,LONE WOLF: Horizon,2016-02-12,m4g,M4GDEV
3824,598990,Pizza Connection,2017-04-05,Assemble Entertainment,Assemble Entertainment
3825,832320,Mighty Switch Force! Collection,2019-07-25,WayForward,WayForward
3826,412490,Yrminsul,2016-03-02,Black Flag Studios,Plug In Digital
3827,885100,Intelligence Trader,2018-08-03,Dreambakers,Dreambakers
3828,716050,Strike Team Hydra,2017-12-08,Wave Light Games Inc.,Wave Light Games Inc.
3829,411550,Island Tribe,2015-10-19,Realore,Qumaron
3830,659860,作业本战记（exercise book epic）,2017-07-05,SilverBlade,SilverBlade
3831,648810,Vehicle,2017-06-09,Nick Helweg,Nick Helweg
3832,383540,Metro Warp,2015-08-05,Another Yeti,Another Yeti
3833,583190,The Astonishing Game,2017-02-06,Turbo Tape Games,Turbo Tape Games
3834,904600,Small Sister,2018-08-15,Proximity Games,Proximity Games
