,ID,Game,ReleaseDate,Developer,Publisher
313,708340,Shark Simulator,2017-11-22,0,Aerilon Studios
314,484350,VRZ: Torment,2016-06-09,0,StormBringer Studios
315,439370,Midair,2018-05-03,0,Archetype Studios
316,330270,Warlocks vs Shadows,2015-08-19,0,Frozen District
317,290340,Armello,2015-09-01,0,League of Geeks
318,485360,Disgraced,2016-06-20,0,Corrosive Studios LLC
319,439550,'n Verlore Verstand,2016-02-01,0,Skobbejak Games
320,330450,Runes of Brennos,2015-10-16,0,LuGus Studios
321,243970,"Invisible, Inc.",2015-05-12,0,Klei Entertainment
322,783140,Replace of the Reality beta,2019-06-16,0,JEKRUY
323,635410,The Adventurer and His Backpack,2017-09-04,0,疯王子
324,454540,LuckCatchers,2016-11-15,0,DiP Online
325,411970,TY the Tasmanian Tiger 2,2017-12-12,0,Krome Studios
326,382560,Hot Lava,2019-09-19,0,Klei Entertainment
327,265590,The Red Solstice,2015-07-09,0,Ironward
328,677340,The Colonists,2018-10-24,0,Codebyfire
329,589430,Killer Elite – Time to Die,2017-04-28,0,Wioleta Moniuszko
330,525290,Kings under the hill,2017-02-01,0,Ilya Gubin
331,391280,Epic Manager - Create Your Own Adventuring Agency!,2016-12-12,0,ManaVoid Entertainment Inc.
332,361280,Turmoil,2016-06-02,102,Gamious
333,550670,"What The Heck, Dude?",2016-11-03,0,The_Kiddy
334,498340,Shards of Azuria,2019-08-10,0,Blue Potion Games
335,371510,Gunnheim,2015-08-10,0,SIEIDI Ltd
336,340860,RaidersSphere4th,2013-12-31,0,Rectangle
337,864920,Tap Cats: Epic Card Battle,2019-08-27,0,Classy Yak Game Studio
338,509850,Bumper,2016-09-12,0,Artur Rezende
339,465020,Sector Six,2018-09-07,0,Aivaras Klimas
340,351720,Zotrix - Solar Division,2016-04-20,0,ZeroBit Games
341,321360,Primal Carnage: Extinction,2015-04-03,0,"Circle Five Studios, Pub Games"
342,708450,Pembrey,2018-02-19,0,CrackedGhostGames
343,709140,A Dream For Aaron,2018-03-09,0,Vidas Salavejus
344,485390,Machine Made: Rebirth,2017-10-10,0,Proteus Studios
345,440650,Niche - a genetics survival game,2016-09-15,0,Stray Fawn Studio
346,291860,Pit People,2018-03-02,0,The Behemoth
347,244030,Take On Mars,2017-02-09,0,Bohemia Interactive
348,786520,SAO Utils: Beta,2018-03-14,0,Joshua Chen
349,635880,Chicken Labyrinth Puzzles,2018-03-26,0,ZemunBRE
350,412250,Empires Of Creation,2018-08-31,0,Bundle Of Sticks Studios
351,383230,Dungeon Souls,2016-12-02,0,"Lamina Studios, Mike Studios"
352,265750,Secret Ponchos,2015-10-13,0,Switchblade Monkeys Entertainment
353,589590,Kindergarten,2017-06-15,0,"Con Man Games, SmashGames"
354,391460,WARMODE,2019-09-13,0,Novalink
355,361350,Skyhook,2016-05-17,0,Megastorm Games
356,550890,Repulsanoid,2016-11-04,0,NedoStudio
357,498990,Balloon Chair Death Match,2017-07-13,0,Climax Studios Ltd
358,371520,Bounty Train,2017-05-16,0,Corbie Games
359,341000,Mad Games Tycoon,2016-09-13,0,Eggcode
360,871930,Gladiabots,2019-05-22,0,GFX47
361,510840,Evolvation,2020-03-18,355,"Eric Ruts, Jacob Kooiman"
362,465710,Heroes Tactics,2017-05-24,0,Camex Games
363,351910,Valhalla Hills,2015-12-02,0,Funatics Software
364,321400,Supraball,2019-02-08,0,Supra Games
365,511390,Base Raid,2016-11-17,0,Sageose
366,322110,20XX,2017-08-16,0,"Batterystaple Games, Fire Hose Games"
367,276730,Tango Fiesta,2015-09-24,0,Spilt Milk Studios Ltd
368,710610,Don't Sink,2018-04-13,0,"Sebastian Nigro, Christopher Anselmo, Daniel Marques"
369,485440,Call Of The Mighty Warriors,2016-06-02,0,"Jaison Robson Gusava, SC Jogos"
370,440730,Survival Zombies The Inverted Evolution,2017-05-08,0,Racing Bros
371,402560,Tabletopia,2016-11-30,6,Tabletopia Inc.
372,293780,Crawl,2017-04-11,0,Powerhoof
373,787040,Perfect Heist,2018-08-17,0,yeswecamp
374,638000,When Ski Lifts Go Wrong,2019-01-23,0,Hugecalf Studios
375,569570,Light Apprentice - The Comic Book RPG,2017-11-10,0,Amazu Media
376,412400,GASP,2015-11-12,0,Dark Day Interactive
377,383580,Flesh Eaters,2016-05-03,0,S.C. 16 BIT NIGHTS S.R.L.
378,266310,GameGuru,2015-05-19,0,TheGameCreators
379,589730,Tyd wag vir Niemand (Time waits for Nobody),2017-07-07,0,Skobbejak Games
380,526290,MY FIGHT,2016-09-26,0,TrisPix Studio
381,391720,Layers of Fear,2016-02-15,163,Bloober Team SA
382,361800,Tree of Life,2017-08-17,0,Oddone Games
383,551060,Creekside Creep Invasion,2017-10-11,0,Ouch Giver Games
384,499580,Crystal Control II,2017-07-12,0,"Virtually Competent, LLC"
385,374040,Portal Knights,2017-05-18,5,Keen Games
386,341540,TRIP Steam Edition,2015-06-19,0,Xenon
387,342020,BiT Evolution,2015-06-09,0,Major Games
388,511430,CrossWorlds: Escape,2020-03-20,0,Another Reality
